"RAISON_SOCIALE";"SIRET";"SIREN";"NUM_TVA";"ADRESSE";"CODE_POSTAL";"VILLE";"PAYS";"TELEPHONE";"EMAIL_CONTACT";"SITE_WEB";"SECTEUR_ACTIVITE";"CHIFFRE_AFFAIRES";"DATE_CREATION";"ACTIF"
"Mercier Industries SCI";"71206254691962";"712062546";"FR09712062546";"143 Place du Marché";"34000";"Montpellier";"France";"+33 5 63 23 91 83";"contact@mercier.fr";"https://www.mercier.fr";"Automobile";"33757178.93";"2019-02-27";"True"
"Girard Conseil GIE";"69052092062632";"690520920";"FR23690520920";"87 Allée des Tilleuls";"66000";"Perpignan";"France";"+33 2 78 86 66 55";"contact@girard.fr";"https://www.girard.fr";"Agroalimentaire";"27549058.99";"2014-07-25";"True"
"Boyer Group GIE";"98707714852395";"987077148";"FR33987077148";"62 Avenue Foch";"54000";"Nancy";"France";"+33 5 37 58 80 42";"contact@boyer.fr";"https://www.boyer.fr";"Automobile";"48086423.6";"2020-01-27";"False"
"Martin & Associés EURL";"40546040388087";"405460403";"FR57405460403";"133 Rue de Rivoli";"75008";"Paris";"France";"+33 3 10 48 38 37";"contact@martin.fr";"https://www.martin.fr";"Agroalimentaire";"1182898.44";"2012-05-18";"False"
"Vidal Partners SCI";"71376353530278";"713763535";"FR00713763535";"10 Avenue de la Liberté";"69001";"Lyon";"France";"+33 3 29 27 43 56";"contact@vidal.fr";"https://www.vidal.fr";"Distribution";"11726408.01";"2013-06-21";"True"
"Sanchez Industries SCI";"88841206820118";"888412068";"FR02888412068";"84 Avenue de Verdun";"06400";"Cannes";"France";"+33 4 32 72 98 99";"contact@sanchez.fr";"https://www.sanchez.fr";"Santé";"29802037.01";"2013-06-22";"True"
"Charpentier Technologies SASU";"93764952317329";"937649523";"FR88937649523";"86 Rue Nationale";"64100";"Bayonne";"France";"+33 4 63 25 39 93";"contact@charpentier.fr";"https://www.charpentier.fr";"Technologie";"31730966.44";"2017-02-26";"True"
"Leclercq Services SAS";"67974513084044";"679745130";"FR37679745130";"84 Boulevard Gambetta";"06000";"Nice";"France";"+33 2 29 16 96 60";"contact@leclercq.fr";"https://www.leclercq.fr";"BTP";"37666726.13";"2022-08-22";"True"
"Lemaire Group SA";"25892710427326";"258927104";"FR86258927104";"22 Rue Pasteur";"21000";"Dijon";"France";"+33 5 16 80 61 43";"contact@lemaire.fr";"https://www.lemaire.fr";"Assurance";"19986499.16";"2019-06-28";"True"
"Bertrand Conseil GIE";"61638660083308";"616386600";"FR21616386600";"125 Boulevard Voltaire";"67000";"Strasbourg";"France";"+33 5 35 81 88 77";"contact@bertrand.fr";"https://www.bertrand.fr";"Distribution";"12191523.08";"2011-12-11";"True"
"Morin Partners EURL";"19620152724749";"196201527";"FR57196201527";"106 Rue du Commerce";"84000";"Avignon";"France";"+33 3 54 34 51 54";"contact@morin.fr";"https://www.morin.fr";"Technologie";"38507096.47";"2007-08-05";"False"
"Philippe Digital GIE";"76913674429112";"769136744";"FR46769136744";"12 Rue Pierre Curie";"37000";"Tours";"France";"+33 2 35 97 57 29";"contact@philippe.fr";"https://www.philippe.fr";"Assurance";"5707349.87";"2002-06-12";"True"
"Renaud Solutions SARL";"11474600854993";"114746008";"FR71114746008";"29 Rue Lafayette";"78000";"Versailles";"France";"+33 4 70 12 52 36";"contact@renaud.fr";"https://www.renaud.fr";"Médias";"10672578.15";"2023-06-22";"True"
"Pons Partners SASU";"88374947828526";"883749478";"FR20883749478";"5 Boulevard Voltaire";"78000";"Versailles";"France";"+33 5 94 77 15 42";"contact@pons.fr";"https://www.pons.fr";"Énergie";"3099491.47";"2009-01-01";"True"
"Renaud & Associés SA";"59924787595820";"599247875";"FR54599247875";"18 Boulevard Voltaire";"75001";"Paris";"France";"+33 3 94 94 56 23";"contact@renaud.fr";"https://www.renaud.fr";"Technologie";"14695529.32";"2017-05-03";"True"
"Chevalier Technologies SCI";"43871826973525";"438718269";"FR37438718269";"137 Boulevard Haussmann";"54000";"Nancy";"France";"+33 2 35 74 68 81";"contact@chevalier.fr";"https://www.chevalier.fr";"Technologie";"2083644.92";"2023-09-30";"True"
"Deschamps Conseil SASU";"11972702655453";"119727026";"FR81119727026";"91 Rue Nationale";"86000";"Poitiers";"France";"+33 3 40 74 45 17";"contact@deschamps.fr";"https://www.deschamps.fr";"Immobilier";"43945995.98";"2001-04-27";"False"
"Guérin Conseil SARL";"46699008561491";"466990085";"FR43466990085";"36 Boulevard Haussmann";"84000";"Avignon";"France";"+33 4 76 96 88 90";"contact@guerin.fr";"https://www.guerin.fr";"Distribution";"20924933.49";"2006-11-07";"True"
"Nicolas Services SCI";"58229174081071";"582291740";"FR01582291740";"53 Impasse des Lilas";"31000";"Toulouse";"France";"+33 2 84 79 97 35";"contact@nicolas.fr";"https://www.nicolas.fr";"Industrie";"15519019.97";"2023-07-01";"False"
"Lemaire Conseil GIE";"80462347584035";"804623475";"FR23804623475";"82 Boulevard Haussmann";"44000";"Nantes";"France";"+33 5 78 25 33 50";"contact@lemaire.fr";"https://www.lemaire.fr";"Industrie";"36381268.71";"2014-04-18";"True"
"Boyer Solutions SASU";"57567244393472";"575672443";"FR47575672443";"71 Rue de Rivoli";"06600";"Antibes";"France";"+33 2 23 26 33 13";"contact@boyer.fr";"https://www.boyer.fr";"Immobilier";"30319665.11";"2010-05-11";"True"
"Martinez & Associés EURL";"48575392720417";"485753927";"FR44485753927";"123 Rue de Rivoli";"78000";"Versailles";"France";"+33 5 87 70 93 57";"contact@martinez.fr";"https://www.martinez.fr";"Énergie";"42621258.68";"2022-01-16";"True"
"Morel Industries SARL";"13460622163554";"134606221";"FR12134606221";"4 Rue Pierre Curie";"64000";"Pau";"France";"+33 3 62 38 95 35";"contact@morel.fr";"https://www.morel.fr";"Télécommunications";"3400202.58";"2019-09-15";"True"
"Deschamps Services EURL";"59128512642346";"591285126";"FR94591285126";"104 Rue Victor Hugo";"29200";"Brest";"France";"+33 1 87 58 50 60";"contact@deschamps.fr";"https://www.deschamps.fr";"Médias";"26309003.53";"2001-09-22";"True"
"Arnaud & Associés SASU";"36384161277987";"363841612";"FR47363841612";"102 Place du Marché";"45000";"Orléans";"France";"+33 1 81 59 76 90";"contact@arnaud.fr";"https://www.arnaud.fr";"Banque & Finance";"9573531.96";"2019-09-19";"True"
"Roussel Solutions GIE";"59536774931821";"595367749";"FR64595367749";"76 Rue de la Gare";"29200";"Brest";"France";"+33 1 98 76 28 69";"contact@roussel.fr";"https://www.roussel.fr";"BTP";"4612996.3";"2022-06-16";"True"
"Lecomte Consulting SCI";"24528443761520";"245284437";"FR71245284437";"83 Avenue de la Liberté";"13100";"Aix-en-Provence";"France";"+33 1 32 68 85 35";"contact@lecomte.fr";"https://www.lecomte.fr";"BTP";"4599965.1";"2014-07-15";"True"
"Navarro Conseil GIE";"87134898126193";"871348981";"FR66871348981";"30 Chemin du Moulin";"13008";"Marseille";"France";"+33 4 91 56 20 77";"contact@navarro.fr";"https://www.navarro.fr";"Luxe";"36371004.41";"2022-12-14";"True"
"Morel Consulting SASU";"50867366615754";"508673666";"FR35508673666";"44 Rue Pierre Curie";"64100";"Bayonne";"France";"+33 3 82 94 29 30";"contact@morel.fr";"https://www.morel.fr";"Industrie";"9025451.56";"2002-04-20";"True"
"Nicolas Digital EURL";"41007573992110";"410075739";"FR91410075739";"31 Rue Jean Moulin";"34000";"Montpellier";"France";"+33 2 35 10 89 42";"contact@nicolas.fr";"https://www.nicolas.fr";"Technologie";"22986268.63";"2022-05-14";"True"
"Martin Digital SCI";"35541993938426";"355419939";"FR36355419939";"122 Avenue de la Liberté";"14000";"Caen";"France";"+33 4 66 20 86 86";"contact@martin.fr";"https://www.martin.fr";"Technologie";"12311187.25";"2012-06-22";"True"
"Gaillard Industries GIE";"15252616534227";"152526165";"FR19152526165";"15 Impasse des Lilas";"06000";"Nice";"France";"+33 3 14 28 14 95";"contact@gaillard.fr";"https://www.gaillard.fr";"Transport";"16622443.28";"2003-12-07";"True"
"Nguyen Conseil SARL";"82165167647274";"821651676";"FR61821651676";"147 Avenue de Verdun";"95100";"Argenteuil";"France";"+33 5 32 68 84 56";"contact@nguyen.fr";"https://www.nguyen.fr";"Banque & Finance";"4747001.76";"2013-06-04";"True"
"Chevalier Technologies GIE";"91437088566010";"914370885";"FR03914370885";"17 Rue Lafayette";"76000";"Rouen";"France";"+33 4 27 25 98 45";"contact@chevalier.fr";"https://www.chevalier.fr";"Agroalimentaire";"26399931.4";"2023-07-14";"True"
"Lambert & Associés SCI";"21736238384890";"217362383";"FR05217362383";"136 Boulevard Haussmann";"06400";"Cannes";"France";"+33 4 98 87 46 64";"contact@lambert.fr";"https://www.lambert.fr";"Agroalimentaire";"13057035.96";"2015-11-15";"False"
"Philippe Digital SCI";"65802985292818";"658029852";"FR82658029852";"127 Avenue de Verdun";"57000";"Metz";"France";"+33 2 88 39 47 34";"contact@philippe.fr";"https://www.philippe.fr";"Technologie";"5998536.01";"2020-11-07";"True"
"David Industries EURL";"95852568190649";"958525681";"FR27958525681";"106 Avenue des Champs-Élysées";"13100";"Aix-en-Provence";"France";"+33 3 54 81 91 37";"contact@david.fr";"https://www.david.fr";"Technologie";"32066853.71";"2012-08-19";"True"
"Leroy Solutions SA";"64405384482088";"644053844";"FR17644053844";"2 Rue du Faubourg Saint-Honoré";"38000";"Grenoble";"France";"+33 3 53 60 82 88";"contact@leroy.fr";"https://www.leroy.fr";"Technologie";"41618934.22";"2008-09-13";"True"
"Clément Digital EURL";"60949097714660";"609490977";"FR51609490977";"35 Rue Pasteur";"93200";"Saint-Denis";"France";"+33 2 90 68 78 52";"contact@clement.fr";"https://www.clement.fr";"BTP";"39221052.76";"2018-07-27";"False"
"Durand Consulting GIE";"42141790384048";"421417903";"FR50421417903";"81 Rue des Écoles";"06400";"Cannes";"France";"+33 5 12 36 83 97";"contact@durand.fr";"https://www.durand.fr";"Agroalimentaire";"39996813.14";"2015-11-11";"True"
"Fournier & Associés SA";"46416213159183";"464162131";"FR92464162131";"137 Rue Émile Zola";"93100";"Montreuil";"France";"+33 2 83 87 59 33";"contact@fournier.fr";"https://www.fournier.fr";"Santé";"43243225.16";"2013-10-29";"True"
"Perrin & Associés EURL";"39151812864246";"391518128";"FR20391518128";"128 Rue Jean Moulin";"13008";"Marseille";"France";"+33 2 57 67 48 37";"contact@perrin.fr";"https://www.perrin.fr";"Tourisme";"15185683.1";"2005-01-12";"True"
"Robert Industries GIE";"19943291868166";"199432918";"FR50199432918";"7 Avenue de Verdun";"66000";"Perpignan";"France";"+33 4 74 29 34 53";"contact@robert.fr";"https://www.robert.fr";"Éducation";"36648809.23";"2023-06-28";"True"
"Morin Technologies SARL";"98276450577652";"982764505";"FR61982764505";"34 Avenue Victor Hugo";"86000";"Poitiers";"France";"+33 1 68 59 76 24";"contact@morin.fr";"https://www.morin.fr";"Technologie";"15617967.76";"2001-12-22";"True"
"Maillard Technologies GIE";"45786715171194";"457867151";"FR82457867151";"27 Boulevard Gambetta";"75015";"Paris";"France";"+33 3 12 83 49 91";"contact@maillard.fr";"https://www.maillard.fr";"Télécommunications";"16111930.46";"2008-08-20";"True"
"Aubert Digital SA";"82061395525420";"820613955";"FR16820613955";"39 Boulevard Saint-Germain";"42000";"Saint-Étienne";"France";"+33 3 24 11 89 81";"contact@aubert.fr";"https://www.aubert.fr";"Tourisme";"5208527.11";"2015-09-18";"True"
"Blanc Solutions SARL";"71641686842089";"716416868";"FR82716416868";"19 Rue Lafayette";"44000";"Nantes";"France";"+33 5 53 79 66 16";"contact@blanc.fr";"https://www.blanc.fr";"Industrie";"1546735.04";"2002-04-06";"True"
"Petit Group SAS";"52081741833459";"520817418";"FR31520817418";"115 Rue de la Gare";"17000";"La Rochelle";"France";"+33 3 49 52 35 95";"contact@petit.fr";"https://www.petit.fr";"Médias";"4019425.81";"2020-11-20";"True"
"Laurent Digital GIE";"20443534969714";"204435349";"FR85204435349";"120 Rue Pasteur";"83000";"Toulon";"France";"+33 2 38 28 88 43";"contact@laurent.fr";"https://www.laurent.fr";"Automobile";"19664638.23";"2014-10-26";"True"
"Morin Digital SASU";"13249586718567";"132495867";"FR43132495867";"29 Rue Nationale";"87000";"Limoges";"France";"+33 4 69 31 46 54";"contact@morin.fr";"https://www.morin.fr";"Industrie";"25446688.33";"2018-03-13";"True"
"Michel Consulting SA";"79734314419296";"797343144";"FR35797343144";"137 Avenue de la Liberté";"83000";"Toulon";"France";"+33 4 85 62 40 89";"contact@michel.fr";"https://www.michel.fr";"Distribution";"27442655.96";"2021-08-21";"True"
"Clément Partners SARL";"56294217267062";"562942172";"FR74562942172";"88 Rue des Écoles";"68100";"Mulhouse";"France";"+33 2 32 94 95 19";"contact@clement.fr";"https://www.clement.fr";"Éducation";"5804710.74";"2020-10-06";"True"
"Lefebvre Digital GIE";"28916539650374";"289165396";"FR77289165396";"18 Rue de la Gare";"63000";"Clermont-Ferrand";"France";"+33 1 97 86 58 51";"contact@lefebvre.fr";"https://www.lefebvre.fr";"Éducation";"32284956.86";"2002-10-04";"True"
"Roux & Associés SCI";"91290601429231";"912906014";"FR72912906014";"39 Avenue de la Liberté";"84000";"Avignon";"France";"+33 5 47 59 88 83";"contact@roux.fr";"https://www.roux.fr";"BTP";"9863764.35";"2014-03-15";"True"
"Carlier Group SA";"87072245155123";"870722451";"FR45870722451";"150 Rue de la Paix";"13008";"Marseille";"France";"+33 5 75 61 26 47";"contact@carlier.fr";"https://www.carlier.fr";"Banque & Finance";"18524222.39";"2002-05-20";"True"
"Gaillard Services GIE";"21778766946989";"217787669";"FR22217787669";"61 Rue du Commerce";"75008";"Paris";"France";"+33 5 60 90 50 58";"contact@gaillard.fr";"https://www.gaillard.fr";"Luxe";"19140095.75";"2009-06-22";"True"
"Marchand Industries SARL";"69637937960409";"696379379";"FR67696379379";"107 Rue de Rivoli";"30000";"Nîmes";"France";"+33 3 95 26 27 11";"contact@marchand.fr";"https://www.marchand.fr";"Assurance";"32454623.21";"2006-06-17";"True"
"Deschamps Group EURL";"24578809821097";"245788098";"FR85245788098";"107 Boulevard de la Marne";"31000";"Toulouse";"France";"+33 4 99 87 64 89";"contact@deschamps.fr";"https://www.deschamps.fr";"Énergie";"22774278.52";"2019-01-09";"True"
"Arnaud Services SASU";"34238746534352";"342387465";"FR16342387465";"2 Avenue Foch";"29200";"Brest";"France";"+33 4 40 74 44 62";"contact@arnaud.fr";"https://www.arnaud.fr";"Médias";"28859982.42";"2001-07-02";"False"
"Lemaître Services SASU";"22150931486056";"221509314";"FR63221509314";"21 Rue de Rivoli";"87000";"Limoges";"France";"+33 5 45 69 76 20";"contact@lemaître.fr";"https://www.lemaître.fr";"Tourisme";"44506782.37";"2003-12-20";"True"
"Dufour Technologies EURL";"83451888393058";"834518883";"FR47834518883";"149 Rue Lafayette";"45000";"Orléans";"France";"+33 5 16 53 78 11";"contact@dufour.fr";"https://www.dufour.fr";"Éducation";"22756335.12";"2021-01-17";"True"
"Mathieu Services SASU";"95708565648616";"957085656";"FR41957085656";"43 Avenue des Champs-Élysées";"76600";"Le Havre";"France";"+33 5 48 82 43 17";"contact@mathieu.fr";"https://www.mathieu.fr";"Éducation";"28949240.24";"2002-04-25";"True"
"Henry Partners GIE";"12931109747593";"129311097";"FR39129311097";"22 Rue de Rivoli";"57000";"Metz";"France";"+33 5 19 45 42 26";"contact@henry.fr";"https://www.henry.fr";"Immobilier";"13833334.03";"2011-07-11";"True"
"Garcia Conseil SCI";"73540833129809";"735408331";"FR66735408331";"115 Rue Nationale";"84000";"Avignon";"France";"+33 2 43 99 40 72";"contact@garcia.fr";"https://www.garcia.fr";"Énergie";"39988663.12";"2001-06-26";"True"
"Simon Partners SARL";"98231918130204";"982319181";"FR70982319181";"106 Rue Victor Hugo";"57000";"Metz";"France";"+33 4 40 94 66 91";"contact@simon.fr";"https://www.simon.fr";"Énergie";"10621751.7";"2015-06-24";"True"
"Rousseau Technologies GIE";"15639635831967";"156396358";"FR86156396358";"103 Rue Pasteur";"80000";"Amiens";"France";"+33 3 70 78 39 58";"contact@rousseau.fr";"https://www.rousseau.fr";"Luxe";"23782020.08";"2006-07-06";"True"
"Lemaire Solutions SAS";"95610406568827";"956104065";"FR91956104065";"81 Boulevard Gambetta";"69100";"Villeurbanne";"France";"+33 1 22 78 91 55";"contact@lemaire.fr";"https://www.lemaire.fr";"Conseil";"30563229.84";"2012-03-24";"True"
"Blanc Technologies GIE";"37417344195766";"374173441";"FR57374173441";"101 Avenue de la Liberté";"14000";"Caen";"France";"+33 2 96 85 34 76";"contact@blanc.fr";"https://www.blanc.fr";"Agroalimentaire";"33918136.2";"2008-01-26";"True"
"Bernard & Associés EURL";"99301980118906";"993019801";"FR71993019801";"106 Rue du Faubourg Saint-Honoré";"75001";"Paris";"France";"+33 5 23 97 67 54";"contact@bernard.fr";"https://www.bernard.fr";"Distribution";"36290007.74";"2011-04-20";"True"
"Thomas Technologies SCI";"16107648287874";"161076482";"FR96161076482";"56 Rue de la Gare";"84000";"Avignon";"France";"+33 1 25 21 87 26";"contact@thomas.fr";"https://www.thomas.fr";"Luxe";"32854091.98";"2008-04-15";"True"
"Caron Solutions SARL";"41629064371204";"416290643";"FR45416290643";"20 Impasse des Lilas";"84000";"Avignon";"France";"+33 4 45 64 98 95";"contact@caron.fr";"https://www.caron.fr";"Agroalimentaire";"12941096.11";"2003-04-27";"True"
"Durand Group SASU";"45718529717872";"457185297";"FR56457185297";"68 Boulevard Saint-Germain";"51100";"Reims";"France";"+33 4 18 72 35 88";"contact@durand.fr";"https://www.durand.fr";"Luxe";"9004264.29";"2022-01-26";"True"
"Collet Group GIE";"33449071690473";"334490716";"FR79334490716";"28 Rue Pierre Curie";"93200";"Saint-Denis";"France";"+33 4 43 23 14 19";"contact@collet.fr";"https://www.collet.fr";"Assurance";"28610093.54";"2011-03-29";"True"
"Dubois Conseil SASU";"80100880893930";"801008808";"FR40801008808";"10 Allée des Tilleuls";"75001";"Paris";"France";"+33 4 44 29 99 52";"contact@dubois.fr";"https://www.dubois.fr";"Luxe";"28774548.56";"2023-02-13";"True"
"Hamon Digital SASU";"56821335362941";"568213353";"FR95568213353";"18 Rue des Écoles";"06400";"Cannes";"France";"+33 2 10 59 98 71";"contact@hamon.fr";"https://www.hamon.fr";"Santé";"28405469.89";"2016-02-06";"True"
"Roussel & Associés SASU";"77889745094813";"778897450";"FR95778897450";"94 Rue des Écoles";"13008";"Marseille";"France";"+33 3 20 68 47 92";"contact@roussel.fr";"https://www.roussel.fr";"Télécommunications";"8913253.4";"2001-10-06";"False"
"Lacroix Solutions SARL";"84719790761131";"847197907";"FR24847197907";"92 Rue Pasteur";"69001";"Lyon";"France";"+33 1 90 66 34 27";"contact@lacroix.fr";"https://www.lacroix.fr";"Banque & Finance";"9735326.67";"2010-09-12";"True"
"Leroy Consulting GIE";"79085369450334";"790853694";"FR70790853694";"137 Rue Émile Zola";"57000";"Metz";"France";"+33 4 12 14 53 17";"contact@leroy.fr";"https://www.leroy.fr";"Agroalimentaire";"39410148.74";"2001-12-02";"True"
"Bonnet Consulting GIE";"59217142798877";"592171427";"FR33592171427";"39 Place du Marché";"45000";"Orléans";"France";"+33 5 39 19 14 28";"contact@bonnet.fr";"https://www.bonnet.fr";"Éducation";"32726193.19";"2021-02-19";"False"
"Renaud Industries SAS";"85301171495037";"853011714";"FR69853011714";"4 Boulevard Saint-Germain";"31000";"Toulouse";"France";"+33 1 49 22 68 88";"contact@renaud.fr";"https://www.renaud.fr";"Énergie";"41784072.63";"2002-11-13";"True"
"Michel Digital SAS";"73885212490691";"738852124";"FR72738852124";"17 Avenue de Verdun";"59000";"Lille";"France";"+33 2 64 53 96 61";"contact@michel.fr";"https://www.michel.fr";"Agroalimentaire";"6128041.73";"2006-02-28";"True"
